pl_name,hostname,pl_rade,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
Kepler-1608 b,Kepler-1608,1.73000000,4992.00,0.720000,0.750000,19h42m15.25s,295.5635550,+39d25m03.25s,39.4175700,832.00000000
Kepler-1134 b,Kepler-1134,2.64000000,5281.00,0.810000,0.840000,19h42m16.29s,295.5678578,+42d28m41.18s,42.4781064,944.44500000
Kepler-180 b,Kepler-180,1.50000000,5731.00,1.063000,0.950000,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.65000000
Kepler-180 c,Kepler-180,3.01000000,5731.00,1.063000,0.950000,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.65000000
Kepler-743 b,Kepler-743,1.21000000,5486.00,0.850000,0.940000,19h42m17.82s,295.5742300,+42d48m23.13s,42.8064255,278.98700000
Kepler-1696 b,Kepler-1696,2.80982017,5712.00,1.198110,1.020000,19h42m18.26s,295.5761011,+42d01m24.11s,42.0233639,1506.36000000
Kepler-860 b,Kepler-860,3.24000000,5836.00,1.060000,1.040000,19h42m18.54s,295.5772681,+46d15m16.93s,46.2547028,1056.36000000
Kepler-252 b,Kepler-252,1.23000000,4208.00,0.549000,0.610000,19h42m19.04s,295.5793290,+44d32m45.26s,44.5459052,379.42400000
Kepler-252 c,Kepler-252,2.15000000,4208.00,0.549000,0.610000,19h42m19.04s,295.5793290,+44d32m45.26s,44.5459052,379.42400000
Kepler-1894 b,Kepler-1894,1.20117759,5772.00,0.901000,0.999000,19h42m20.75s,295.5864604,+49d40m00.67s,49.6668523,935.19100000
Kepler-1894 c,Kepler-1894,1.21000000,5772.00,0.901000,0.999000,19h42m20.75s,295.5864604,+49d40m00.67s,49.6668523,935.19100000
KOI-134 b,KOI-134,12.03844527,6160.00,1.667000,1.407000,19h42m20.78s,295.5865980,+45d21m53.77s,45.3649371,1159.21000000
KOI-134 c,KOI-134,9.86000000,6160.00,1.667000,1.407000,19h42m20.78s,295.5865980,+45d21m53.77s,45.3649371,1159.21000000
Kepler-1260 b,Kepler-1260,1.77000000,5961.00,1.080000,1.060000,19h42m21.90s,295.5912652,+42d33m18.81s,42.5552261,1734.43000000
Kepler-516 b,Kepler-516,5.74000000,7099.00,2.020000,1.620000,19h42m26.10s,295.6087625,+38d44m08.65s,38.7357368,687.09400000
HD 331093 b,HD 331093,13.60000000,5544.00,1.111200,1.030000,19h42m28.80s,295.6200054,+31d44m22.36s,31.7395451,50.19280000
Kepler-1236 b,Kepler-1236,2.14000000,5337.00,0.820000,0.860000,19h42m29.94s,295.6247375,+42d32m45.15s,42.5458739,999.64000000
Kepler-365 b,Kepler-365,2.04000000,6012.00,1.048000,1.020000,19h42m30.38s,295.6265640,+49d07m49.48s,49.1304110,1038.99000000
Kepler-365 c,Kepler-365,1.64000000,6012.00,1.048000,1.020000,19h42m30.38s,295.6265640,+49d07m49.48s,49.1304110,1038.99000000
Kepler-1237 b,Kepler-1237,2.86000000,5472.00,0.900000,0.940000,19h42m31.03s,295.6292745,+44d41m26.09s,44.6905815,1064.31000000
Kepler-466 b,Kepler-466,2.85000000,5927.00,1.050000,1.040000,19h42m35.68s,295.6486585,+48d29m43.87s,48.4955191,530.12200000
Kepler-466 c,Kepler-466,1.25000000,5927.00,1.050000,1.040000,19h42m35.68s,295.6486585,+48d29m43.87s,48.4955191,530.12200000
Kepler-713 b,Kepler-713,2.48000000,5785.00,0.990000,0.980000,19h42m36.33s,295.6513819,+43d01m47.20s,43.0297781,1089.87000000
Kepler-1131 b,Kepler-1131,1.59000000,5851.00,1.040000,1.030000,19h42m36.35s,295.6514492,+49d15m40.66s,49.2612954,1030.70000000
Kepler-1090 b,Kepler-1090,2.25000000,5321.00,0.820000,0.860000,19h42m39.10s,295.6629002,+44d31m32.97s,44.5258237,858.77000000
Kepler-1090 c,Kepler-1090,3.29265785,5330.00,1.013000,0.869000,19h42m39.10s,295.6629002,+44d31m32.97s,44.5258237,858.77000000
Kepler-528 b,Kepler-528,2.08000000,5807.00,1.060000,1.010000,19h42m44.37s,295.6848595,+47d44m53.13s,47.7480914,784.23000000
Kepler-1405 b,Kepler-1405,3.96000000,5925.00,1.070000,1.050000,19h42m44.37s,295.6848822,+39d15m22.06s,39.2561274,1530.30000000
Kepler-1490 b,Kepler-1490,3.04000000,5515.00,0.870000,0.900000,19h42m46.46s,295.6935734,+42d36m34.04s,42.6094543,862.92000000
Kepler-379 b,Kepler-379,1.66000000,6054.00,1.306000,1.125000,19h42m48.26s,295.7010981,+38d56m44.96s,38.9458209,731.27400000
Kepler-379 c,Kepler-379,2.29000000,6054.00,1.306000,1.125000,19h42m48.26s,295.7010981,+38d56m44.96s,38.9458209,731.27400000
Kepler-1353 b,Kepler-1353,1.80000000,4776.00,0.720000,0.760000,19h42m56.49s,295.7353911,+42d34m34.43s,42.5762317,593.38400000
WASP-67 b,WASP-67,12.89035000,5200.00,0.880000,0.910000,19h42m58.52s,295.7438485,-19d56m59.03s,-19.9497314,189.46900000
Kepler-1006 b,Kepler-1006,1.54000000,5328.00,0.740000,0.780000,19h43m01.01s,295.7542063,+42d32m14.30s,42.5373065,1081.73800000
Kepler-292 b,Kepler-292,1.32000000,5299.00,0.826000,0.865000,19h43m03.89s,295.7661979,+42d25m27.42s,42.4242822,1056.48000000
Kepler-292 c,Kepler-292,1.47000000,5299.00,0.826000,0.865000,19h43m03.89s,295.7661979,+42d25m27.42s,42.4242822,1056.48000000
Kepler-292 d,Kepler-292,2.23000000,5299.00,0.826000,0.865000,19h43m03.89s,295.7661979,+42d25m27.42s,42.4242822,1056.48000000
Kepler-292 e,Kepler-292,2.67000000,5299.00,0.826000,0.865000,19h43m03.89s,295.7661979,+42d25m27.42s,42.4242822,1056.48000000
Kepler-292 f,Kepler-292,2.35000000,5299.00,0.826000,0.865000,19h43m03.89s,295.7661979,+42d25m27.42s,42.4242822,1056.48000000
Kepler-308 b,Kepler-308,2.12000000,5895.00,0.941000,0.920000,19h43m08.46s,295.7852423,+40d26m22.47s,40.4395753,1335.92000000
Kepler-308 c,Kepler-308,2.16000000,5895.00,0.941000,0.920000,19h43m08.46s,295.7852423,+40d26m22.47s,40.4395753,1335.92000000
Kepler-1551 b,Kepler-1551,2.66000000,6136.00,1.220000,1.140000,19h43m08.53s,295.7855238,+39d54m28.42s,39.9078956,1463.72000000
Kepler-1785 b,Kepler-1785,2.70422447,5618.00,0.996000,0.911000,19h43m10.12s,295.7921797,+47d36m00.25s,47.6000699,745.74000000
Kepler-879 b,Kepler-879,2.57000000,5792.00,1.020000,1.020000,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521,802.67200000
Kepler-879 c,Kepler-879,0.40000000,5456.75,1.022000,0.974000,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521,802.67200000
Kepler-328 b,Kepler-328,2.30000000,6064.00,1.060000,1.150000,19h43m14.23s,295.8092756,+40d00m30.55s,40.0084866,2213.19000000
Kepler-328 c,Kepler-328,5.40000000,6064.00,1.060000,1.150000,19h43m14.23s,295.8092756,+40d00m30.55s,40.0084866,2213.19000000
Kepler-232 b,Kepler-232,3.08000000,5847.00,0.968000,0.970000,19h43m15.88s,295.8161668,+51d07m18.21s,51.1217249,1349.13000000
Kepler-232 c,Kepler-232,3.83000000,5847.00,0.968000,0.970000,19h43m15.88s,295.8161668,+51d07m18.21s,51.1217249,1349.13000000
Kepler-1315 b,Kepler-1315,1.38000000,4861.00,0.750000,0.800000,19h43m17.18s,295.8215678,+46d03m11.00s,46.0530562,480.86900000
Kepler-1315 c,Kepler-1315,1.84398883,4818.00,0.856000,0.809000,19h43m17.18s,295.8215678,+46d03m11.00s,46.0530562,480.86900000
Kepler-1987 b,Kepler-1987,1.23000000,4769.00,0.714000,0.799000,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,595.68300000
Kepler-1987 c,Kepler-1987,1.33000000,4769.00,0.714000,0.799000,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,595.68300000
Kepler-1987 d,Kepler-1987,2.66000000,4769.00,0.714000,0.799000,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,595.68300000
Kepler-1987 e,Kepler-1987,1.92000000,4769.00,0.714000,0.799000,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,595.68300000
Kepler-972 b,Kepler-972,4.65000000,6146.00,1.220000,1.150000,19h43m18.88s,295.8286790,+43d25m31.57s,43.4254371,1198.03000000
Kepler-1861 b,Kepler-1861,2.20677414,5855.00,1.373000,1.161000,19h43m23.16s,295.8465148,+49d56m10.17s,49.9361586,829.98500000
Kepler-954 b,Kepler-954,2.32000000,4990.00,0.760000,0.820000,19h43m26.26s,295.8594318,+47d56m22.56s,47.9396001,215.81400000
Kepler-1180 b,Kepler-1180,1.99000000,6077.00,1.140000,1.090000,19h43m32.99s,295.8874773,+43d09m21.58s,43.1559952,1596.80000000
Kepler-397 b,Kepler-397,2.46000000,5307.00,0.767000,0.844000,19h43m34.57s,295.8940373,+42d22m49.86s,42.3805156,969.00000000
Kepler-397 c,Kepler-397,6.18000000,5307.00,0.767000,0.844000,19h43m34.57s,295.8940373,+42d22m49.86s,42.3805156,969.00000000
Kepler-1610 b,Kepler-1610,1.61000000,5383.00,0.870000,0.910000,19h43m37.20s,295.9049795,+45d24m19.55s,45.4054296,864.33100000
Kepler-1610 c,Kepler-1610,2.09000000,5295.00,0.800000,0.825000,19h43m37.20s,295.9049795,+45d24m19.55s,45.4054296,864.33100000
Kepler-1007 b,Kepler-1007,1.44000000,4587.00,0.700000,0.730000,19h43m37.57s,295.9065297,+45d48m32.72s,45.8090893,365.00000000
Kepler-1856 b,Kepler-1856,1.73447868,4948.00,0.816000,0.782000,19h43m38.20s,295.9091695,+51d20m52.36s,51.3478777,848.76000000
Kepler-784 b,Kepler-784,1.58000000,5674.00,1.320000,1.000000,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72000000
Kepler-784 c,Kepler-784,1.55000000,5676.00,1.487000,1.016000,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72000000
Kepler-832 b,Kepler-832,2.06000000,5596.00,0.900000,0.920000,19h43m42.27s,295.9261101,+45d23m01.93s,45.3838690,1688.12000000
Kepler-340 b,Kepler-340,2.53000000,6620.00,1.850000,1.650000,19h43m44.03s,295.9334710,+40d18m01.99s,40.3005515,808.76200000
Kepler-340 c,Kepler-340,3.37000000,6620.00,1.850000,1.650000,19h43m44.03s,295.9334710,+40d18m01.99s,40.3005515,808.76200000
Kepler-1206 b,Kepler-1206,1.64000000,4877.00,0.750000,0.800000,19h43m45.21s,295.9383737,+49d47m28.08s,49.7911337,762.01900000
Kepler-119 b,Kepler-119,3.60000000,5595.00,0.839000,0.918000,19h43m47.13s,295.9463854,+42d39m31.80s,42.6588324,701.99600000
Kepler-119 c,Kepler-119,0.92000000,5595.00,0.839000,0.918000,19h43m47.13s,295.9463854,+42d39m31.80s,42.6588324,701.99600000
Kepler-1475 b,Kepler-1475,2.92000000,6214.00,1.280000,1.180000,19h43m47.59s,295.9482766,+44d45m11.15s,44.7530960,1568.38000000
Kepler-500 b,Kepler-500,2.58000000,5813.00,1.030000,1.020000,19h43m48.32s,295.9513472,+43d51m07.16s,43.8519884,807.48000000
Kepler-789 b,Kepler-789,2.12000000,5870.00,1.020000,1.010000,19h43m54.04s,295.9751549,+38d56m47.90s,38.9466396,1480.16000000
Kepler-1533 b,Kepler-1533,3.46000000,6431.00,1.510000,1.310000,19h43m54.14s,295.9755645,+44d42m48.15s,44.7133739,966.80100000
Kepler-452 b,Kepler-452,1.63000000,5757.00,1.110000,1.037000,19h44m00.90s,296.0037520,+44d16m39.31s,44.2775861,551.72700000
TOI-1064 b,TOI-1064,2.58700000,4734.00,0.726000,0.748000,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.07260000
TOI-1064 c,TOI-1064,2.65100000,4734.00,0.726000,0.748000,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.07260000
Kepler-806 b,Kepler-806,1.14000000,5770.00,1.160000,0.990000,19h44m01.73s,296.0071956,+44d51m12.85s,44.8535698,361.89600000
Kepler-1404 b,Kepler-1404,2.01000000,5261.00,0.800000,0.840000,19h44m02.28s,296.0094827,+50d29m54.21s,50.4983929,962.18300000
Kepler-679 b,Kepler-679,3.01000000,5403.00,0.840000,0.870000,19h44m05.12s,296.0213374,+50d34m04.09s,50.5678019,922.24400000
Kepler-1959 b,Kepler-1959,1.14315727,5071.00,0.811000,0.768000,19h44m05.35s,296.0223010,+44d43m57.61s,44.7326691,479.26300000
Kepler-602 b,Kepler-602,2.09000000,6062.00,1.130000,1.080000,19h44m07.66s,296.0318985,+42d08m30.71s,42.1418634,1159.31000000
Kepler-640 b,Kepler-640,2.56000000,5653.00,0.940000,1.010000,19h44m07.73s,296.0322000,+42d07m54.26s,42.1317392,557.78700000
Kepler-1108 b,Kepler-1108,1.46000000,5406.00,0.840000,0.880000,19h44m10.15s,296.0422962,+45d59m06.50s,45.9851400,767.70100000
Kepler-910 b,Kepler-910,0.82000000,6230.00,1.500000,1.260000,19h44m11.35s,296.0472937,+42d44m34.59s,42.7429414,400.28900000
Kepler-1523 b,Kepler-1523,1.58000000,5708.00,0.960000,0.970000,19h44m12.98s,296.0540705,+45d49m37.36s,45.8270447,865.59600000
Kepler-1607 b,Kepler-1607,0.92000000,6116.00,1.210000,1.140000,19h44m14.37s,296.0598685,+42d39m21.81s,42.6560582,1286.10000000
Kepler-255 b,Kepler-255,1.55000000,5573.00,0.933000,0.867000,19h44m15.42s,296.0642702,+45d58m36.35s,45.9767647,1052.53000000
Kepler-255 c,Kepler-255,2.99000000,5573.00,0.933000,0.867000,19h44m15.42s,296.0642702,+45d58m36.35s,45.9767647,1052.53000000
Kepler-255 d,Kepler-255,1.32000000,5431.00,0.860000,0.900000,19h44m15.42s,296.0642702,+45d58m36.35s,45.9767647,1052.53000000
Kepler-335 b,Kepler-335,3.39000000,5877.00,1.854000,1.367000,19h44m15.43s,296.0642944,+45d25m42.95s,45.4285986,1278.97000000
Kepler-335 c,Kepler-335,3.07000000,5877.00,1.854000,1.367000,19h44m15.43s,296.0642944,+45d25m42.95s,45.4285986,1278.97000000
Kepler-1257 b,Kepler-1257,1.52000000,5502.00,0.870000,0.900000,19h44m18.15s,296.0756231,+45d37m37.26s,45.6270165,1105.95000000
Kepler-817 b,Kepler-817,9.03000000,5861.00,1.030000,1.030000,19h44m19.64s,296.0818498,+39d09m41.81s,39.1616140,1484.46000000
Kepler-1031 b,Kepler-1031,0.87000000,6011.00,1.120000,1.090000,19h44m21.57s,296.0898796,+48d57m19.48s,48.9554121,682.88200000
Kepler-1947 b,Kepler-1947,1.01016660,6040.00,1.686000,0.984000,19h44m24.97s,296.1040313,+42d20m33.29s,42.3425818,468.77100000
Kepler-1502 b,Kepler-1502,3.18000000,6666.00,1.720000,1.440000,19h44m25.90s,296.1079271,+39d19m11.71s,39.3199201,1514.02000000
Kepler-80 b,Kepler-80,2.67000000,4540.00,0.678000,0.730000,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.45100000
Kepler-80 c,Kepler-80,2.74000000,4540.00,0.678000,0.730000,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.45100000
Kepler-80 d,Kepler-80,1.53000000,4540.00,0.678000,0.730000,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.45100000
Kepler-80 e,Kepler-80,1.60000000,4540.00,0.678000,0.730000,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.45100000
Kepler-80 f,Kepler-80,1.21000000,4540.00,0.678000,0.730000,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.45100000
Kepler-80 g,Kepler-80,1.13000000,4540.00,0.678000,0.830000,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.45100000
Kepler-1724 b,Kepler-1724,2.83677238,6092.00,0.943000,1.016000,19h44m28.97s,296.1207272,+47d55m17.30s,47.9214736,1060.77000000
Kepler-1738 b,Kepler-1738,2.82472883,6063.00,1.001000,1.079000,19h44m31.52s,296.1313474,+47d26m19.72s,47.4388098,1302.87000000
Kepler-396 b,Kepler-396,3.50000000,5656.00,1.060000,0.850000,19h44m31.88s,296.1328135,+48d58m38.31s,48.9773095,223.75700000
Kepler-396 c,Kepler-396,5.30000000,5656.00,1.060000,0.850000,19h44m31.88s,296.1328135,+48d58m38.31s,48.9773095,223.75700000
Kepler-181 b,Kepler-181,1.27000000,5333.00,0.749000,0.810000,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.28300000
Kepler-181 c,Kepler-181,1.99000000,5333.00,0.749000,0.810000,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.28300000
Kepler-1585 b,Kepler-1585,1.79000000,5538.00,0.910000,0.940000,19h44m38.16s,296.1589897,+44d33m46.96s,44.5630457,944.46500000
Kepler-900 b,Kepler-900,2.08000000,4836.00,0.730000,0.780000,19h44m42.55s,296.1772720,+46d59m56.27s,46.9989635,487.52500000
Kepler-525 b,Kepler-525,2.63000000,5573.00,1.150000,0.950000,19h44m44.02s,296.1834239,+47d21m31.60s,47.3587776,992.85200000
Kepler-1685 b,Kepler-1685,2.57673985,5484.00,0.835451,0.960000,19h44m45.18s,296.1882618,+43d56m12.52s,43.9368118,1141.89000000
Kepler-1497 b,Kepler-1497,1.66000000,5675.00,0.950000,0.960000,19h44m47.08s,296.1961550,+45d38m03.52s,45.6343124,1122.00000000
Kepler-15 b,Kepler-15,10.76000000,5515.00,0.992000,1.018000,19h44m48.13s,296.2005506,+49d08m24.11s,49.1400304,739.41200000
Kepler-1420 b,Kepler-1420,1.28000000,5187.00,0.790000,0.820000,19h44m48.93s,296.2038586,+42d46m40.14s,42.7778165,1054.37000000
Kepler-1384 b,Kepler-1384,1.94000000,4919.00,0.740000,0.780000,19h44m51.63s,296.2151275,+39d31m37.29s,39.5270248,618.00000000
Kepler-676 b,Kepler-676,3.04000000,3701.00,0.490000,0.510000,19h44m53.29s,296.2220259,+50d17m14.51s,50.2873626,295.19600000
Kepler-1326 b,Kepler-1326,4.18000000,6725.00,1.740000,1.450000,19h44m53.33s,296.2221990,+39d16m08.19s,39.2689420,698.32600000
Kepler-1061 b,Kepler-1061,1.98000000,6067.00,1.070000,1.090000,19h44m55.21s,296.2300306,+50d16m30.75s,50.2752091,543.37500000
Kepler-1739 b,Kepler-1739,2.43056832,5757.00,0.762000,0.865000,19h44m55.69s,296.2320536,+47d40m43.91s,47.6788626,783.66600000
Kepler-1340 b,Kepler-1340,1.55000000,6331.00,1.420000,1.270000,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,981.77900000
Kepler-818 b,Kepler-818,5.11000000,5638.00,0.920000,0.940000,19h44m56.43s,296.2351072,+39d22m13.03s,39.3702865,925.03700000
HIP 97166 b,HIP 97166,2.48013380,5216.00,0.841800,0.934200,19h44m58.71s,296.2446203,+74d03m46.29s,74.0628577,65.95010000
HIP 97166 c,HIP 97166,2.75000000,5216.00,0.841800,0.934200,19h44m58.71s,296.2446203,+74d03m46.29s,74.0628577,65.95010000
Kepler-1886 b,Kepler-1886,2.58158428,5745.00,0.837000,0.928000,19h45m03.48s,296.2645118,+39d24m21.51s,39.4059745,1059.51000000
Kepler-1336 b,Kepler-1336,1.98000000,5512.00,1.300000,0.940000,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.64000000
Kepler-1336 c,Kepler-1336,1.71000000,5512.00,1.300000,0.940000,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.64000000
Kepler-228 b,Kepler-228,1.53000000,6043.00,1.014000,1.006000,19h45m08.66s,296.2860853,+48d13m28.68s,48.2246328,1644.61000000
Kepler-228 c,Kepler-228,2.70000000,6043.00,1.014000,1.006000,19h45m08.66s,296.2860853,+48d13m28.68s,48.2246328,1644.61000000
Kepler-228 d,Kepler-228,4.04000000,6043.00,1.014000,1.006000,19h45m08.66s,296.2860853,+48d13m28.68s,48.2246328,1644.61000000
Kepler-1375 b,Kepler-1375,1.74000000,6704.00,1.780000,1.470000,19h45m10.44s,296.2935173,+43d24m11.59s,43.4032189,1430.84000000
Kepler-394 b,Kepler-394,1.60000000,6402.00,1.132000,0.870000,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.72000000
Kepler-394 c,Kepler-394,1.66000000,6402.00,1.132000,0.870000,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.72000000
Kepler-394 d,Kepler-394,1.50066814,6398.00,1.101000,1.141000,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.72000000
Kepler-1182 b,Kepler-1182,2.41000000,5924.00,1.050000,1.040000,19h45m13.92s,296.3079895,+43d49m16.93s,43.8213706,1545.39000000
Kepler-843 b,Kepler-843,2.59000000,5830.00,1.030000,1.020000,19h45m17.27s,296.3219786,+48d58m17.17s,48.9714373,1165.66000000
Kepler-1037 b,Kepler-1037,1.28000000,5105.00,0.780000,0.820000,19h45m21.85s,296.3410342,+47d10m15.36s,47.1709335,446.91400000
Kepler-1927 b,Kepler-1927,3.40627075,6056.00,2.481000,1.408000,19h45m25.11s,296.3546093,+41d20m08.05s,41.3355698,1091.00000000
KOI-55 b,KOI-55,0.75900000,27730.00,0.203000,0.496000,19h45m25.48s,296.3561853,+41d05m33.83s,41.0927315,1231.02000000
KOI-55 c,KOI-55,0.86700000,27730.00,0.203000,0.496000,19h45m25.48s,296.3561853,+41d05m33.83s,41.0927315,1231.02000000
Kepler-58 b,Kepler-58,2.78000000,5843.00,1.030000,0.950000,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,969.25200000
Kepler-58 c,Kepler-58,2.86000000,5843.00,1.030000,0.950000,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,969.25200000
Kepler-58 d,Kepler-58,2.94000000,6099.00,1.127000,1.024000,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,969.25200000
Kepler-58 e,Kepler-58,1.61000000,6100.00,1.083000,1.017000,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,969.25200000
Kepler-1641 b,Kepler-1641,3.11000000,6152.00,1.190000,1.120000,19h45m26.27s,296.3594560,+41d34m28.32s,41.5745321,860.37000000
Kepler-1641 c,Kepler-1641,2.95000000,6152.00,1.190000,1.120000,19h45m26.27s,296.3594560,+41d34m28.32s,41.5745321,860.37000000
Kepler-233 b,Kepler-233,2.43000000,5360.00,0.758000,0.855000,19h45m27.96s,296.3665054,+51d19m10.04s,51.3194548,856.41700000
Kepler-233 c,Kepler-233,2.71000000,5360.00,0.758000,0.855000,19h45m27.96s,296.3665054,+51d19m10.04s,51.3194548,856.41700000
Kepler-1226 b,Kepler-1226,1.45000000,5923.00,1.020000,1.020000,19h45m30.44s,296.3768521,+50d37m17.25s,50.6214592,1125.72000000
Kepler-590 b,Kepler-590,4.02000000,6000.00,1.150000,1.100000,19h45m32.53s,296.3855467,+48d14m00.30s,48.2334177,1421.81000000
Kepler-1289 b,Kepler-1289,1.52000000,6080.00,1.170000,1.100000,19h45m33.30s,296.3887670,+41d02m25.83s,41.0405090,1053.57000000
Kepler-731 b,Kepler-731,13.88000000,5849.00,1.060000,1.030000,19h45m34.37s,296.3931945,+45d34m06.72s,45.5685330,1257.16000000
Kepler-1462 b,Kepler-1462,3.82000000,5756.00,1.000000,1.000000,19h45m35.41s,296.3975420,+42d23m48.94s,42.3969273,1017.82000000
Kepler-873 b,Kepler-873,3.75000000,6163.00,1.270000,1.180000,19h45m36.75s,296.4031319,+51d16m16.60s,51.2712773,1182.22000000
Kepler-1935 b,Kepler-1935,2.50271696,5570.00,0.899000,0.845000,19h45m36.91s,296.4037783,+39d43m21.73s,39.7227036,904.70200000
Kepler-554 b,Kepler-554,4.29000000,5447.00,0.920000,0.930000,19h45m37.66s,296.4068982,+51d21m29.50s,51.3581938,690.52500000
Kepler-534 b,Kepler-534,2.24000000,5884.00,0.980000,1.050000,19h45m40.46s,296.4185696,+49d32m24.53s,49.5401480,570.65900000
Kepler-534 c,Kepler-534,1.22700000,5936.00,0.965000,1.075000,19h45m40.46s,296.4185696,+49d32m24.53s,49.5401480,570.65900000
HIP 97233 b,HIP 97233,12.10000000,5020.00,5.340000,1.810000,19h45m41.31s,296.4221207,-00d41m48.77s,-0.6968794,102.27500000
Kepler-34 b,Kepler-34,8.56400000,5913.00,1.161800,1.047900,19h45m44.59s,296.4358022,+44d38m29.53s,44.6415369,1800.82000000
Kepler-1857 b,Kepler-1857,1.96065412,6074.00,1.005000,0.873000,19h45m49.37s,296.4557129,+39d35m54.73s,39.5985370,853.27500000
Kepler-1653 b,Kepler-1653,2.17000000,4807.00,0.693000,0.719000,19h45m49.85s,296.4577020,+41d15m57.68s,41.2660210,755.00000000
Kepler-1080 b,Kepler-1080,3.28000000,5956.00,1.160000,1.100000,19h45m51.48s,296.4644914,+49d10m58.42s,49.1828952,1382.82000000
Kepler-136 b,Kepler-136,2.05000000,6165.00,1.355000,1.204000,19h45m52.15s,296.4673039,+42d35m55.67s,42.5987984,420.81800000
Kepler-136 c,Kepler-136,1.99000000,6165.00,1.355000,1.204000,19h45m52.15s,296.4673039,+42d35m55.67s,42.5987984,420.81800000
Kepler-51 b,Kepler-51,7.10000000,6018.00,0.940000,1.040000,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.83100000
Kepler-51 c,Kepler-51,9.00000000,6018.00,0.940000,1.040000,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.83100000
Kepler-51 d,Kepler-51,9.70000000,6018.00,0.940000,1.040000,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.83100000
Kepler-51 e,Kepler-51,2.18000000,5674.00,0.870000,0.960000,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.83100000
